Date,Home,Away,HomeScore,AwayScore,Winner
10/10/2023,TBL,NSH,5,3,TBL
10/10/2023,PIT,CHI,2,4,CHI
10/10/2023,VGK,SEA,4,1,VGK
10/11/2023,CAR,OTT,5,3,CAR
10/11/2023,TOR,MTL,6,5,TOR
10/11/2023,BOS,CHI,3,1,BOS
10/11/2023,CGY,WPG,5,3,CGY
10/11/2023,LAK,COL,2,5,COL
10/11/2023,VAN,EDM,8,1,VAN
10/12/2023,BUF,NYR,1,5,NYR
10/12/2023,CBJ,PHI,2,4,PHI
10/12/2023,NJD,DET,4,3,NJD
10/12/2023,DAL,STL,2,1,DAL
10/12/2023,MIN,FLA,2,0,MIN
10/12/2023,NSH,SEA,3,0,NSH
10/12/2023,SJS,VGK,1,4,VGK
10/13/2023,NJD,ARI,3,4,ARI
10/13/2023,WSH,PIT,0,4,PIT
10/14/2023,OTT,PHI,5,2,OTT
10/14/2023,WPG,FLA,6,4,WPG
10/14/2023,BOS,NSH,3,2,BOS
10/14/2023,CBJ,NYR,5,3,CBJ
10/14/2023,DET,TBL,6,4,DET
10/14/2023,MTL,CHI,3,2,MTL
10/14/2023,PIT,CGY,5,2,PIT
10/14/2023,TOR,MIN,7,4,TOR
10/14/2023,NYI,BUF,3,2,NYI
10/14/2023,STL,SEA,2,1,STL
10/14/2023,EDM,VAN,3,4,VAN
10/14/2023,SJS,COL,1,2,COL
10/14/2023,VGK,ANA,4,1,VGK
10/14/2023,LAK,CAR,5,6,CAR
10/15/2023,OTT,TBL,5,2,OTT
10/15/2023,ANA,CAR,6,3,ANA
10/16/2023,CBJ,DET,0,4,DET
10/16/2023,NJD,FLA,3,4,FLA
10/16/2023,NYR,ARI,2,1,NYR
10/16/2023,TOR,CHI,1,4,CHI
10/16/2023,WSH,CGY,3,2,WSH
10/17/2023,PHI,VAN,2,0,PHI
10/17/2023,MTL,MIN,2,5,MIN
10/17/2023,BUF,TBL,3,2,BUF
10/17/2023,NYI,ARI,1,0,NYI
10/17/2023,NSH,EDM,1,6,EDM
10/17/2023,WPG,LAK,1,5,LAK
10/17/2023,SEA,COL,1,4,COL
10/17/2023,SJS,CAR,3,6,CAR
10/17/2023,VGK,DAL,3,2,VGK
10/18/2023,OTT,WSH,6,1,OTT
10/18/2023,DET,PIT,6,3,DET
10/19/2023,BUF,CGY,3,4,CGY
10/19/2023,FLA,TOR,3,1,FLA
10/19/2023,NYR,NSH,1,4,NSH
10/19/2023,TBL,VAN,4,3,TBL
10/19/2023,PHI,EDM,4,1,PHI
10/19/2023,MIN,LAK,3,7,LAK
10/19/2023,STL,ARI,2,6,ARI
10/19/2023,WPG,VGK,3,5,VGK
10/19/2023,ANA,DAL,2,3,DAL
10/19/2023,SEA,CAR,7,4,SEA
10/19/2023,COL,CHI,4,0,COL
10/19/2023,SJS,BOS,1,3,BOS
10/20/2023,CBJ,CGY,3,1,CBJ
10/20/2023,NYI,NJD,4,5,NJD
10/21/2023,OTT,DET,2,5,DET
10/21/2023,ARI,ANA,2,1,ARI
10/21/2023,BUF,NYI,3,1,BUF
10/21/2023,FLA,VAN,3,5,VAN
10/21/2023,MTL,WSH,3,2,MTL
10/21/2023,TBL,TOR,3,4,TOR
10/21/2023,CHI,VGK,3,5,VGK
10/21/2023,DAL,PHI,5,4,DAL
10/21/2023,MIN,CBJ,4,5,CBJ
10/21/2023,NSH,SJS,5,1,NSH
10/21/2023,STL,PIT,4,2,STL
10/21/2023,COL,CAR,6,4,COL
10/21/2023,EDM,WPG,2,3,WPG
10/21/2023,SEA,NYR,1,4,NYR
10/21/2023,LAK,BOS,2,4,BOS
10/22/2023,DET,CGY,6,2,DET
10/22/2023,ANA,BOS,1,3,BOS
10/23/2023,BUF,MTL,1,3,MTL
10/24/2023,WSH,TOR,1,4,TOR
10/24/2023,OTT,BUF,4,6,BUF
10/24/2023,TBL,CAR,3,0,TBL
10/24/2023,MTL,NJD,2,5,NJD
10/24/2023,PIT,DAL,1,4,DAL
10/24/2023,FLA,SJS,3,1,FLA
10/24/2023,NYI,COL,4,7,COL
10/24/2023,DET,SEA,4,5,SEA
10/24/2023,CBJ,ANA,2,3,ANA
10/24/2023,CHI,BOS,0,3,BOS
10/24/2023,WPG,STL,4,2,WPG
10/24/2023,MIN,EDM,7,4,MIN
10/24/2023,NSH,VAN,2,3,VAN
10/24/2023,CGY,NYR,1,3,NYR
10/24/2023,LAK,ARI,6,3,LAK
10/24/2023,VGK,PHI,3,2,VGK
10/25/2023,NJD,WSH,4,6,WSH
10/26/2023,BOS,ANA,3,4,ANA
10/26/2023,CAR,SEA,3,2,CAR
10/26/2023,DET,WPG,1,4,WPG
10/26/2023,MTL,CBJ,4,3,MTL
10/26/2023,PIT,COL,4,0,PIT
10/26/2023,TBL,SJS,6,0,TBL
10/26/2023,PHI,MIN,6,2,PHI
10/26/2023,NYI,OTT,3,2,NYI
10/26/2023,DAL,TOR,1,4,TOR
10/26/2023,CGY,STL,0,3,STL
10/26/2023,EDM,NYR,0,3,NYR
10/27/2023,VGK,CHI,3,4,CHI
10/27/2023,CAR,SJS,3,0,CAR
10/27/2023,NJD,BUF,5,4,NJD
10/27/2023,WSH,MIN,3,2,WSH
10/27/2023,ARI,LAK,4,5,LAK
10/27/2023,VAN,STL,5,0,VAN
10/28/2023,PHI,ANA,4,7,ANA
10/28/2023,FLA,SEA,3,2,FLA
10/28/2023,BOS,DET,4,1,BOS
10/28/2023,CBJ,NYI,0,2,NYI
10/28/2023,MTL,WPG,4,3,MTL
10/28/2023,NSH,TOR,3,2,NSH
10/28/2023,PIT,OTT,2,5,OTT
10/28/2023,VAN,NYR,3,4,NYR
10/28/2023,LAK,VGK,3,4,VGK
10/29/2023,BUF,COL,4,0,BUF
10/29/2023,NJD,MIN,4,3,NJD
10/29/2023,WSH,SJS,3,1,WSH
10/29/2023,EDM,CGY,5,2,EDM
10/30/2023,BOS,FLA,3,2,BOS
10/30/2023,PHI,CAR,2,3,CAR
10/30/2023,PIT,ANA,3,4,ANA
10/30/2023,TBL,SEA,3,4,SEA
10/30/2023,NYI,DET,3,4,DET
10/30/2023,WPG,NYR,2,3,NYR
10/30/2023,DAL,CBJ,5,3,DAL
10/30/2023,ARI,CHI,8,1,ARI
10/30/2023,VGK,MTL,3,2,VGK
10/31/2023,TOR,LAK,1,4,LAK
10/31/2023,VAN,NSH,5,2,VAN
11/1/2023,PHI,BUF,2,5,BUF
11/1/2023,CGY,DAL,3,4,DAL
11/1/2023,COL,STL,4,1,COL
11/1/2023,ANA,ARI,4,3,ANA
11/2/2023,CBJ,TBL,4,2,CBJ
11/2/2023,DET,FLA,0,2,FLA
11/2/2023,NYR,CAR,2,1,NYR
11/2/2023,OTT,LAK,2,3,LAK
11/2/2023,WSH,NYI,0,3,NYI
11/2/2023,BOS,TOR,3,2,BOS
11/2/2023,MIN,NJD,3,5,NJD
11/2/2023,EDM,DAL,3,4,DAL
11/2/2023,ARI,MTL,3,2,ARI
11/2/2023,SEA,NSH,4,2,SEA
11/2/2023,VGK,WPG,5,2,VGK
11/2/2023,SJS,VAN,1,10,VAN
11/3/2023,BUF,PHI,1,5,PHI
11/3/2023,STL,NJD,4,1,STL
11/4/2023,EDM,NSH,2,5,NSH
11/4/2023,ARI,WPG,3,5,WPG
11/4/2023,DET,BOS,5,4,DET
11/4/2023,OTT,TBL,4,6,TBL
11/4/2023,STL,MTL,6,3,STL
11/4/2023,TOR,BUF,4,6,BUF
11/4/2023,WSH,CBJ,2,1,WSH
11/4/2023,PHI,LAK,0,5,LAK
11/4/2023,NYI,CAR,3,4,CAR
11/4/2023,CHI,FLA,5,2,CHI
11/4/2023,MIN,NYR,5,4,MIN
11/4/2023,SEA,CGY,3,6,CGY
11/4/2023,SJS,PIT,2,10,PIT
11/4/2023,VAN,DAL,2,0,VAN
11/4/2023,VGK,COL,7,0,VGK
11/5/2023,CHI,NJD,2,4,NJD
11/5/2023,ANA,VGK,4,2,ANA
11/6/2023,FLA,CBJ,5,4,FLA
11/6/2023,TOR,TBL,6,5,TOR
11/6/2023,DAL,BOS,2,3,BOS
11/6/2023,VAN,EDM,6,2,VAN
11/7/2023,CAR,BUF,3,2,CAR
11/7/2023,MTL,TBL,3,5,TBL
11/7/2023,NYI,MIN,2,4,MIN
11/7/2023,NYR,DET,5,3,NYR
11/7/2023,STL,WPG,2,5,WPG
11/7/2023,ARI,SEA,4,3,ARI
11/7/2023,CGY,NSH,4,2,CGY
11/7/2023,ANA,PIT,0,2,PIT
11/7/2023,COL,NJD,6,3,COL
11/7/2023,SJS,PHI,2,1,SJS
11/8/2023,TOR,OTT,3,6,OTT
11/8/2023,WSH,FLA,3,4,FLA
11/8/2023,VGK,LAK,1,4,LAK
11/9/2023,BOS,NYI,5,2,BOS
11/9/2023,DET,MTL,2,3,MTL
11/9/2023,NYR,MIN,4,1,NYR
11/9/2023,OTT,VAN,2,5,VAN
11/9/2023,TBL,CHI,3,5,CHI
11/9/2023,CBJ,DAL,2,5,DAL
11/9/2023,STL,ARI,2,1,STL
11/9/2023,WPG,NSH,6,3,WPG
11/9/2023,COL,SEA,3,4,SEA
11/9/2023,LAK,PIT,3,4,PIT
11/9/2023,SJS,EDM,3,2,SJS
11/10/2023,BUF,MIN,3,2,BUF
11/10/2023,FLA,CAR,5,2,FLA
11/10/2023,NJD,WSH,2,4,WSH
11/10/2023,TOR,CGY,5,4,TOR
11/10/2023,ANA,PHI,3,6,PHI
11/10/2023,VGK,SJS,5,0,VGK
11/11/2023,DET,CBJ,5,4,DET
11/11/2023,WPG,DAL,2,3,DAL
11/11/2023,MTL,BOS,3,2,MTL
11/11/2023,OTT,CGY,4,1,OTT
11/11/2023,TBL,CAR,0,4,CAR
11/11/2023,TOR,VAN,5,2,TOR
11/11/2023,NYI,WSH,1,4,WSH
11/11/2023,PIT,BUF,4,0,PIT
11/11/2023,NSH,ARI,5,7,ARI
11/11/2023,COL,STL,2,8,STL
11/11/2023,SEA,EDM,1,4,EDM
11/11/2023,LAK,PHI,2,4,PHI
11/12/2023,FLA,CHI,4,3,FLA
11/12/2023,MIN,DAL,3,8,DAL
11/12/2023,MTL,VAN,2,5,VAN
11/12/2023,NYR,CBJ,4,3,NYR
11/12/2023,ANA,SJS,4,1,ANA
11/13/2023,EDM,NYI,4,1,EDM
11/13/2023,SEA,COL,1,5,COL
11/14/2023,BUF,BOS,2,5,BOS
11/14/2023,CBJ,PIT,3,5,PIT
11/14/2023,MTL,CGY,1,2,CGY
11/14/2023,WSH,VGK,3,0,WSH
11/14/2023,DAL,ARI,4,3,DAL
11/14/2023,NSH,ANA,2,3,ANA
11/14/2023,STL,TBL,5,0,STL
11/14/2023,WPG,NJD,6,3,WPG
11/14/2023,SJS,FLA,3,5,FLA
11/15/2023,CAR,PHI,1,3,PHI
11/15/2023,EDM,SEA,4,3,EDM
11/15/2023,COL,ANA,8,2,COL
11/15/2023,VAN,NYI,4,3,VAN
11/16/2023,OTT,DET,5,4,OTT
11/16/2023,CBJ,ARI,2,3,ARI
11/16/2023,MTL,VGK,5,6,VGK
11/16/2023,PIT,NJD,2,5,NJD
11/16/2023,CHI,TBL,2,4,TBL
11/16/2023,CGY,VAN,5,2,CGY
11/16/2023,SEA,NYI,4,3,SEA
11/16/2023,LAK,FLA,2,1,LAK
11/16/2023,SJS,STL,5,1,SJS
11/17/2023,DET,TOR,2,3,TOR
11/17/2023,WPG,BUF,3,2,WPG
11/17/2023,ANA,FLA,1,2,FLA
11/18/2023,OTT,MIN,2,1,OTT
11/18/2023,PHI,VGK,4,3,PHI
11/18/2023,NSH,CHI,4,2,NSH
11/18/2023,TBL,EDM,6,4,TBL
11/18/2023,BOS,MTL,5,2,BOS
11/18/2023,CAR,PIT,4,2,CAR
11/18/2023,CGY,NYI,4,5,NYI
11/18/2023,NJD,NYR,3,5,NYR
11/18/2023,WPG,ARI,5,2,WPG
11/18/2023,WSH,CBJ,4,3,WSH
11/18/2023,DAL,COL,3,6,COL
11/18/2023,VAN,SEA,3,4,SEA
11/18/2023,LAK,STL,5,1,LAK
11/19/2023,MIN,TOR,3,4,TOR
11/19/2023,PHI,CBJ,5,2,PHI
11/19/2023,PIT,VGK,3,0,PIT
11/19/2023,CHI,BUF,2,3,BUF
11/19/2023,ANA,STL,1,3,STL
11/20/2023,FLA,EDM,5,3,FLA
11/20/2023,TBL,BOS,5,4,TBL
11/20/2023,DAL,NYR,6,3,DAL
11/20/2023,NSH,COL,4,3,NSH
11/20/2023,ARI,LAK,1,4,LAK
11/20/2023,SEA,CGY,3,4,CGY
11/20/2023,VAN,SJS,3,1,VAN
11/22/2023,CAR,EDM,6,3,CAR
11/22/2023,CBJ,CHI,7,3,CBJ
11/22/2023,DET,NJD,4,0,DET
11/22/2023,FLA,BOS,1,3,BOS
11/22/2023,PIT,NYR,0,1,NYR
11/22/2023,TBL,WPG,2,3,WPG
11/22/2023,WSH,BUF,4,3,WSH
11/22/2023,NYI,PHI,3,2,NYI
11/22/2023,ARI,STL,5,6,STL
11/22/2023,NSH,CGY,4,2,NSH
11/22/2023,DAL,VGK,1,2,VGK
11/22/2023,ANA,MTL,3,4,MTL
11/22/2023,COL,VAN,5,2,COL
11/22/2023,SEA,SJS,7,1,SEA
11/24/2023,BOS,DET,2,5,DET
11/24/2023,PHI,NYR,1,3,NYR
11/24/2023,CHI,TOR,4,3,CHI
11/24/2023,NJD,CBJ,1,2,CBJ
11/24/2023,STL,NSH,3,8,NSH
11/24/2023,WSH,EDM,0,5,EDM
11/24/2023,ANA,LAK,2,5,LAK
11/24/2023,SJS,MTL,2,3,MTL
11/24/2023,BUF,PIT,3,2,BUF
11/24/2023,OTT,NYI,3,5,NYI
11/24/2023,CAR,TBL,2,8,TBL
11/24/2023,FLA,WPG,0,3,WPG
11/24/2023,DAL,CGY,4,7,CGY
11/24/2023,MIN,COL,2,3,COL
11/24/2023,SEA,VAN,1,5,VAN
11/25/2023,NYR,BOS,7,4,NYR
11/25/2023,LAK,MTL,4,0,LAK
11/25/2023,NJD,BUF,7,2,NJD
11/25/2023,PIT,TOR,3,2,PIT
11/25/2023,NYI,PHI,0,1,PHI
11/25/2023,COL,CGY,3,1,COL
11/25/2023,SJS,VAN,4,3,SJS
11/25/2023,VGK,ARI,0,2,ARI
11/26/2023,DET,MIN,4,1,DET
11/26/2023,CHI,STL,2,4,STL
11/26/2023,CAR,CBJ,3,2,CAR
11/26/2023,NSH,WPG,3,2,NSH
11/26/2023,EDM,ANA,8,2,EDM
11/27/2023,CBJ,BOS,5,2,CBJ
11/27/2023,NYR,BUF,1,5,BUF
11/27/2023,OTT,FLA,0,5,FLA
11/27/2023,COL,TBL,4,1,COL
11/27/2023,CGY,VGK,2,1,CGY
11/27/2023,SJS,WSH,2,1,SJS
11/28/2023,NJD,NYI,5,4,NJD
11/28/2023,TOR,FLA,2,1,TOR
11/28/2023,PHI,CAR,1,4,CAR
11/28/2023,MIN,STL,3,1,MIN
11/28/2023,NSH,PIT,3,2,NSH
11/28/2023,WPG,DAL,0,2,DAL
11/28/2023,CHI,SEA,4,3,CHI
11/28/2023,ARI,TBL,3,1,ARI
11/28/2023,EDM,VGK,5,4,EDM
11/28/2023,VAN,ANA,3,1,VAN
11/29/2023,CBJ,MTL,2,4,MTL
11/29/2023,NYR,DET,3,2,NYR
11/29/2023,LAK,WSH,1,2,WSH
11/30/2023,BOS,SJS,3,0,BOS
11/30/2023,DET,CHI,5,1,DET
11/30/2023,MTL,FLA,1,5,FLA
11/30/2023,PHI,NJD,3,4,NJD
11/30/2023,TBL,PIT,2,4,PIT
11/30/2023,TOR,SEA,4,3,TOR
11/30/2023,CAR,NYI,4,5,NYI
11/30/2023,NSH,MIN,1,6,MIN
11/30/2023,STL,BUF,6,4,STL
11/30/2023,WPG,EDM,1,3,EDM
11/30/2023,ARI,COL,4,3,ARI
11/30/2023,CGY,DAL,4,3,CGY
11/30/2023,ANA,WSH,4,5,WSH
11/30/2023,VAN,VGK,1,4,VGK
12/1/2023,CBJ,OTT,4,2,CBJ
12/1/2023,NJD,SJS,3,6,SJS
12/2/2023,DAL,TBL,8,1,DAL
12/2/2023,WPG,CHI,3,1,WPG
12/2/2023,NSH,NYR,3,4,NYR
12/2/2023,FLA,NYI,3,4,NYI
12/2/2023,CAR,BUF,6,2,CAR
12/2/2023,MTL,DET,4,5,DET
12/2/2023,OTT,SEA,2,0,OTT
12/2/2023,PIT,PHI,3,4,PHI
12/2/2023,TOR,BOS,3,4,BOS
12/2/2023,ARI,STL,4,1,ARI
12/2/2023,ANA,COL,4,3,ANA
12/2/2023,CGY,VAN,3,4,VAN
12/2/2023,VGK,WSH,4,1,VGK
12/3/2023,MIN,CHI,4,1,MIN
12/3/2023,NYR,SJS,6,5,NYR
12/3/2023,BOS,CBJ,3,1,BOS
12/3/2023,BUF,NSH,1,2,NSH
12/3/2023,LAK,COL,4,1,LAK
12/4/2023,PHI,PIT,2,1,PHI
12/4/2023,TBL,DAL,4,0,TBL
12/4/2023,MTL,SEA,4,2,MTL
12/4/2023,WPG,CAR,2,1,WPG
12/4/2023,ARI,WSH,6,0,ARI
12/4/2023,VGK,STL,1,2,STL
12/5/2023,CBJ,LAK,3,4,LAK
12/5/2023,OTT,NYR,6,2,OTT
12/5/2023,BUF,DET,3,5,DET
12/5/2023,NYI,SJS,4,5,SJS
12/5/2023,CHI,NSH,3,4,NSH
12/5/2023,CGY,MIN,2,5,MIN
12/5/2023,COL,ANA,3,2,COL
12/5/2023,VAN,NJD,5,6,NJD
12/6/2023,FLA,DAL,5,4,FLA
12/6/2023,TBL,PIT,3,1,TBL
12/6/2023,STL,VGK,3,6,VGK
12/6/2023,EDM,CAR,6,1,EDM
12/7/2023,BOS,BUF,1,3,BUF
12/7/2023,DET,SJS,5,6,SJS
12/7/2023,MTL,LAK,0,4,LAK
12/7/2023,OTT,TOR,3,4,TOR
12/7/2023,NYI,CBJ,7,3,NYI
12/7/2023,WSH,DAL,4,5,DAL
12/7/2023,NSH,TBL,5,1,NSH
12/7/2023,CHI,ANA,1,0,CHI
12/7/2023,ARI,PHI,1,4,PHI
12/7/2023,CGY,CAR,3,2,CGY
12/7/2023,COL,WPG,2,4,WPG
12/7/2023,VAN,MIN,2,0,VAN
12/7/2023,SEA,NJD,1,2,NJD
12/8/2023,CBJ,STL,5,2,CBJ
12/8/2023,FLA,PIT,3,1,FLA
12/8/2023,EDM,MIN,4,3,EDM
12/9/2023,BOS,ARI,5,3,BOS
12/9/2023,CGY,NJD,2,4,NJD
12/9/2023,DAL,VGK,1,6,VGK
12/9/2023,BUF,MTL,2,3,MTL
12/9/2023,DET,OTT,1,5,OTT
12/9/2023,TOR,NSH,4,0,TOR
12/9/2023,WSH,NYR,4,0,WSH
12/9/2023,NYI,LAK,3,2,NYI
12/9/2023,CHI,STL,3,1,CHI
12/9/2023,COL,PHI,2,5,PHI
12/9/2023,SEA,TBL,3,4,TBL
12/9/2023,VAN,CAR,4,3,VAN
12/10/2023,CBJ,FLA,2,5,FLA
12/10/2023,EDM,NJD,4,1,EDM
12/10/2023,CHI,WSH,2,4,WSH
12/10/2023,MTL,NSH,1,2,NSH
12/10/2023,NYR,LAK,4,1,NYR
12/10/2023,ANA,WPG,2,4,WPG
12/10/2023,SEA,MIN,0,3,MIN
12/10/2023,VGK,SJS,5,4,VGK
12/11/2023,BUF,ARI,5,2,BUF
12/11/2023,NYI,TOR,4,3,NYI
12/11/2023,DAL,DET,6,3,DAL
12/11/2023,COL,CGY,6,5,COL
12/12/2023,NYR,TOR,3,7,TOR
12/12/2023,OTT,CAR,1,4,CAR
12/12/2023,PIT,ARI,4,2,PIT
12/12/2023,STL,DET,4,6,DET
12/12/2023,NSH,PHI,3,2,NSH
12/12/2023,EDM,CHI,4,1,EDM
12/12/2023,SEA,FLA,4,0,SEA
12/12/2023,VAN,TBL,4,1,VAN
12/12/2023,VGK,CGY,5,4,VGK
12/12/2023,SJS,WPG,2,1,SJS
12/13/2023,MTL,PIT,3,4,PIT
12/13/2023,NJD,BOS,2,1,NJD
12/13/2023,NYI,ANA,4,3,NYI
12/13/2023,COL,BUF,5,1,COL
12/13/2023,LAK,WPG,2,5,WPG
12/14/2023,PHI,WSH,4,3,PHI
12/14/2023,TOR,CBJ,5,6,CBJ
12/14/2023,DET,CAR,1,2,CAR
12/14/2023,MIN,CGY,3,2,MIN
12/14/2023,STL,OTT,4,2,STL
12/14/2023,EDM,TBL,4,7,TBL
12/14/2023,SEA,CHI,7,1,SEA
12/14/2023,VAN,FLA,4,0,VAN
12/15/2023,NYR,ANA,5,1,NYR
12/15/2023,CAR,NSH,5,6,NSH
12/15/2023,NYI,BOS,4,5,BOS
12/15/2023,DAL,OTT,5,4,DAL
12/15/2023,ARI,SJS,1,0,ARI
12/15/2023,VGK,BUF,2,5,BUF
12/16/2023,MIN,VAN,2,1,MIN
12/16/2023,BOS,NYR,1,2,NYR
12/16/2023,CBJ,NJD,3,6,NJD
12/16/2023,MTL,NYI,5,3,MTL
12/16/2023,PHI,DET,1,0,PHI
12/16/2023,TOR,PIT,7,0,TOR
12/16/2023,WPG,COL,6,2,WPG
12/16/2023,NSH,WSH,3,1,NSH
12/16/2023,STL,DAL,4,3,STL
12/16/2023,ARI,BUF,2,0,ARI
12/16/2023,CGY,TBL,4,2,CGY
12/16/2023,EDM,FLA,1,5,FLA
12/16/2023,SEA,LAK,2,3,LAK
12/17/2023,CHI,VAN,3,4,VAN
12/17/2023,CAR,WSH,1,2,WSH
12/17/2023,NJD,ANA,1,5,ANA
12/17/2023,COL,SJS,6,2,COL
12/17/2023,VGK,OTT,6,3,VGK
12/18/2023,DET,ANA,3,4,ANA
12/18/2023,PIT,MIN,4,3,PIT
12/18/2023,WPG,MTL,2,3,MTL
12/18/2023,DAL,SEA,4,3,DAL
12/18/2023,CGY,FLA,3,1,CGY
12/19/2023,BOS,MIN,3,4,MIN
12/19/2023,BUF,CBJ,4,9,CBJ
12/19/2023,CAR,VGK,6,3,CAR
12/19/2023,NJD,PHI,2,3,PHI
12/19/2023,TBL,STL,6,1,TBL
12/19/2023,TOR,NYR,2,5,NYR
12/19/2023,NYI,EDM,3,1,NYI
12/19/2023,NSH,VAN,2,5,VAN
12/19/2023,CHI,COL,3,2,CHI
12/19/2023,ARI,OTT,4,3,ARI
12/19/2023,SJS,LAK,1,4,LAK
12/20/2023,WPG,DET,5,2,WPG
12/20/2023,WSH,NYI,3,2,WSH
12/20/2023,LAK,SEA,1,2,SEA
12/21/2023,BUF,TOR,9,3,BUF
12/21/2023,CBJ,WSH,2,3,WSH
12/21/2023,FLA,STL,1,4,STL
12/21/2023,PHI,NSH,2,4,NSH
12/21/2023,PIT,CAR,2,1,PIT
12/21/2023,TBL,VGK,5,4,TBL
12/21/2023,NJD,EDM,3,6,EDM
12/21/2023,DAL,VAN,4,3,DAL
12/21/2023,MIN,MTL,4,3,MIN
12/21/2023,COL,OTT,6,4,COL
12/21/2023,ANA,CGY,0,3,CGY
12/21/2023,SJS,ARI,2,5,ARI
12/22/2023,DET,PHI,7,6,DET
12/22/2023,NYR,EDM,3,4,EDM
12/22/2023,WPG,BOS,5,1,WPG
12/22/2023,CHI,MTL,2,5,MTL
12/23/2023,NSH,DAL,2,3,DAL
12/23/2023,FLA,VGK,4,2,FLA
12/23/2023,CBJ,TOR,1,4,TOR
12/23/2023,MIN,BOS,3,2,MIN
12/23/2023,NJD,DET,3,2,NJD
12/23/2023,OTT,PIT,5,4,OTT
12/23/2023,WSH,TBL,1,2,TBL
12/23/2023,CAR,NYI,4,5,NYI
12/23/2023,NYR,BUF,4,3,NYR
12/23/2023,ANA,SEA,2,3,SEA
12/23/2023,STL,CHI,7,5,STL
12/23/2023,COL,ARI,4,1,COL
12/23/2023,LAK,CGY,5,3,LAK
12/23/2023,VAN,SJS,7,4,VAN
12/27/2023,NJD,CBJ,4,3,NJD
12/27/2023,NYR,WSH,5,1,NYR
12/27/2023,TBL,FLA,2,3,FLA
12/27/2023,TOR,OTT,2,4,OTT
12/27/2023,BUF,BOS,1,4,BOS
12/27/2023,NYI,PIT,0,7,PIT
12/27/2023,MIN,DET,6,3,MIN
12/27/2023,NSH,CAR,2,5,CAR
12/27/2023,STL,DAL,2,1,STL
12/27/2023,ARI,COL,5,4,ARI
12/27/2023,CHI,WPG,2,1,CHI
12/27/2023,CGY,SEA,1,2,SEA
12/27/2023,ANA,VGK,5,2,ANA
12/27/2023,LAK,SJS,5,1,LAK
12/28/2023,CAR,MTL,5,3,CAR
12/28/2023,VAN,PHI,1,4,PHI
12/28/2023,VGK,LAK,3,2,VGK
12/28/2023,SJS,EDM,0,5,EDM
12/29/2023,CBJ,TOR,6,5,CBJ
12/29/2023,DET,NSH,5,4,DET
12/29/2023,FLA,NYR,4,3,FLA
12/29/2023,OTT,NJD,2,6,NJD
12/29/2023,NYI,WSH,5,1,NYI
12/29/2023,DAL,CHI,5,4,DAL
12/29/2023,STL,COL,1,2,COL
12/29/2023,ANA,ARI,0,2,ARI
12/29/2023,SEA,PHI,2,1,SEA
12/30/2023,WPG,MIN,4,2,WPG
12/30/2023,BUF,CBJ,3,2,BUF
12/30/2023,BOS,NJD,5,2,BOS
12/30/2023,FLA,MTL,4,1,FLA
12/30/2023,PIT,STL,4,2,PIT
12/30/2023,TBL,NYR,1,5,NYR
12/30/2023,TOR,CAR,2,3,CAR
12/30/2023,WSH,NSH,2,3,NSH
12/30/2023,LAK,EDM,2,3,EDM
12/31/2023,MIN,WPG,2,3,WPG
12/31/2023,DET,BOS,3,5,BOS
12/31/2023,OTT,BUF,5,1,OTT
12/31/2023,PIT,NYI,3,1,PIT
12/31/2023,TBL,MTL,4,3,TBL
12/31/2023,ANA,EDM,2,7,EDM
12/31/2023,CGY,PHI,4,3,CGY
12/31/2023,COL,SJS,3,1,COL
12/31/2023,DAL,CHI,8,1,DAL
1/1/2024,SEA,VGK,3,0,SEA
1/2/2024,CBJ,BOS,1,4,BOS
1/2/2024,NYR,CAR,1,6,CAR
1/2/2024,PIT,WSH,3,4,WSH
1/2/2024,DAL,MTL,3,4,MTL
1/2/2024,MIN,CGY,1,3,CGY
1/2/2024,NSH,CHI,3,0,NSH
1/2/2024,WPG,TBL,4,2,WPG
1/2/2024,ARI,FLA,1,4,FLA
1/2/2024,COL,NYI,5,4,COL
1/2/2024,EDM,PHI,5,2,EDM
1/2/2024,VAN,OTT,6,3,VAN
1/2/2024,LAK,TOR,0,3,TOR
1/2/2024,SJS,DET,3,5,DET
1/3/2024,WSH,NJD,3,6,NJD
1/3/2024,ANA,TOR,1,2,TOR
1/4/2024,BOS,PIT,5,6,PIT
1/4/2024,MTL,BUF,1,6,BUF
1/4/2024,NYR,CHI,4,1,NYR
1/4/2024,PHI,CBJ,2,3,CBJ
1/4/2024,DAL,COL,4,5,COL
1/4/2024,MIN,TBL,1,4,TBL
1/4/2024,NSH,CGY,3,6,CGY
1/4/2024,STL,VAN,2,1,STL
1/4/2024,ARI,NYI,1,5,NYI
1/4/2024,SEA,OTT,4,1,SEA
1/4/2024,VGK,FLA,1,4,FLA
1/4/2024,LAK,DET,3,4,DET
1/4/2024,SJS,WPG,1,2,WPG
1/5/2024,NJD,CHI,4,2,NJD
1/5/2024,WSH,CAR,2,6,CAR
1/5/2024,ANA,WPG,1,3,WPG
1/6/2024,PHI,CGY,3,2,PHI
1/6/2024,COL,FLA,4,8,FLA
1/6/2024,BOS,TBL,7,3,BOS
1/6/2024,CBJ,MIN,3,4,MIN
1/6/2024,MTL,NYR,4,3,MTL
1/6/2024,NJD,VAN,4,6,VAN
1/6/2024,PIT,BUF,1,3,BUF
1/6/2024,SJS,TOR,1,4,TOR
1/6/2024,CAR,STL,1,2,STL
