Date,Home,Away,HomeScore,AwayScore,Winner
2/6/2025,STL,FLA,2,3,FLA
2/6/2025,CGY,COL,2,4,COL
2/6/2025,SEA,TOR,1,3,TOR
2/6/2025,SJS,VAN,1,2,VAN
2/7/2025,NYR,PIT,2,3,PIT
2/7/2025,WPG,NYI,4,3,WPG
2/7/2025,CHI,NSH,6,2,CHI
2/7/2025,EDM,COL,4,5,COL
2/7/2025,LAK,DAL,5,4,LAK
2/8/2025,MTL,NJD,0,4,NJD
2/8/2025,DET,TBL,3,6,TBL
2/8/2025,CAR,UTA,7,3,CAR
2/8/2025,BOS,VGK,3,4,VGK
2/8/2025,FLA,OTT,5,1,FLA
2/8/2025,PHI,PIT,3,2,PHI
2/8/2025,CBJ,NYR,3,4,NYR
2/8/2025,STL,CHI,6,5,STL
2/8/2025,VAN,TOR,2,1,VAN
2/8/2025,NSH,BUF,6,4,NSH
2/8/2025,MIN,NYI,6,3,MIN
2/8/2025,CGY,SEA,2,3,SEA
2/8/2025,SJS,DAL,3,8,DAL
2/8/2025,LAK,ANA,1,2,ANA
2/9/2025,WSH,UTA,4,5,UTA
2/9/2025,MTL,TBL,3,5,TBL
2/12/2025,SWE,CAN,3,4,CAN
2/13/2025,FIN,USA,1,6,USA
2/15/2025,SWE,FIN,3,4,FIN
2/15/2025,CAN,USA,1,3,USA
2/17/2025,FIN,CAN,3,5,CAN
2/17/2025,USA,SWE,1,2,SWE
2/20/2025,USA,CAN,2,3,CAN
2/22/2025,DET,MIN,3,4,MIN
2/22/2025,PHI,EDM,6,3,PHI
2/22/2025,PIT,WSH,3,8,WSH
2/22/2025,BUF,NYR,8,2,BUF
2/22/2025,FLA,SEA,1,2,SEA
2/22/2025,NJD,DAL,2,4,DAL
2/22/2025,NSH,COL,2,1,NSH
2/22/2025,BOS,ANA,2,3,ANA
2/22/2025,TOR,CAR,6,3,TOR
2/22/2025,OTT,MTL,2,5,MTL
2/22/2025,CBJ,CHI,5,1,CBJ
2/22/2025,STL,WPG,3,4,WPG
2/22/2025,LAK,UTA,5,3,LAK
2/22/2025,VGK,VAN,3,1,VGK
2/23/2025,WSH,EDM,7,3,WSH
2/23/2025,PIT,NYR,3,5,NYR
2/23/2025,DET,ANA,5,4,DET
2/23/2025,TBL,SEA,4,1,TBL
2/23/2025,STL,COL,3,1,STL
2/23/2025,NSH,NJD,0,5,NJD
2/23/2025,CHI,TOR,2,5,TOR
2/23/2025,NYI,DAL,3,4,DAL
2/23/2025,CGY,SJS,3,2,CGY
2/23/2025,UTA,VAN,2,1,UTA
2/24/2025,WPG,SJS,2,1,WPG
2/24/2025,LAK,VGK,5,2,LAK
2/25/2025,BOS,TOR,4,5,TOR
2/25/2025,BUF,ANA,3,2,BUF
2/25/2025,MTL,CAR,4,0,MTL
2/25/2025,PHI,PIT,6,1,PHI
2/25/2025,WSH,CGY,1,3,CGY
2/25/2025,CBJ,DAL,6,4,CBJ
2/25/2025,TBL,EDM,4,1,TBL
2/25/2025,NYI,NYR,1,5,NYR
2/25/2025,STL,SEA,7,2,STL
2/25/2025,NSH,FLA,1,4,FLA
2/25/2025,MIN,DET,2,3,DET
2/25/2025,UTA,CHI,2,1,UTA
2/26/2025,OTT,WPG,1,4,WPG
2/26/2025,COL,NJD,5,1,COL
2/26/2025,LAK,VAN,2,3,VAN
2/27/2025,BOS,NYI,1,2,NYI
2/27/2025,MTL,SJS,4,3,MTL
2/27/2025,DET,CBJ,2,5,CBJ
2/27/2025,TBL,CGY,3,0,TBL
2/27/2025,FLA,EDM,4,3,FLA
2/27/2025,WSH,STL,2,5,STL
2/27/2025,CAR,BUF,5,2,CAR
2/27/2025,PIT,PHI,5,4,PIT
2/27/2025,NSH,WPG,2,1,NSH
2/27/2025,UTA,MIN,6,1,UTA
2/27/2025,VGK,CHI,7,5,VGK
2/27/2025,ANA,VAN,5,2,ANA
2/28/2025,NYR,TOR,2,3,TOR
2/28/2025,DAL,LAK,6,2,DAL
2/28/2025,COL,MIN,5,2,COL
3/1/2025,NYI,NSH,7,4,NYI
3/1/2025,WSH,TBL,1,3,TBL
3/1/2025,FLA,CGY,3,0,FLA
3/1/2025,PIT,BOS,2,3,BOS
3/1/2025,CBJ,DET,5,3,CBJ
3/1/2025,BUF,MTL,2,4,MTL
3/1/2025,OTT,SJS,5,3,OTT
3/1/2025,CAR,EDM,1,3,EDM
3/1/2025,WPG,PHI,1,2,PHI
3/1/2025,STL,LAK,4,1,STL
3/1/2025,UTA,NJD,1,3,NJD
3/1/2025,ANA,CHI,3,6,CHI
3/1/2025,SEA,VAN,6,3,SEA
3/2/2025,PIT,TOR,5,6,TOR
3/2/2025,MIN,BOS,1,0,MIN
3/2/2025,CAR,CGY,2,1,CAR
3/2/2025,DAL,STL,6,3,DAL
3/2/2025,NYR,NSH,4,0,NYR
3/2/2025,VGK,NJD,2,0,VGK
3/3/2025,WSH,OTT,5,4,WSH
3/3/2025,MTL,BUF,4,3,MTL
3/3/2025,FLA,TBL,2,1,FLA
3/3/2025,NYR,NYI,4,0,NYR
3/3/2025,TOR,SJS,2,3,SJS
3/3/2025,CHI,LAK,5,1,CHI
3/4/2025,BOS,NSH,3,6,NSH
3/4/2025,BUF,SJS,2,6,SJS
3/4/2025,DET,CAR,1,2,CAR
3/4/2025,TBL,CBJ,6,2,TBL
3/4/2025,PHI,CGY,3,6,CGY
3/4/2025,NYI,WPG,3,2,NYI
3/4/2025,DAL,NJD,4,3,DAL
3/4/2025,COL,PIT,4,1,COL
3/4/2025,EDM,ANA,2,6,ANA
3/4/2025,SEA,MIN,3,4,MIN
3/5/2025,NYR,WSH,2,3,WSH
3/5/2025,CHI,OTT,3,4,OTT
3/5/2025,VGK,TOR,5,2,VGK
3/5/2025,VAN,ANA,3,2,VAN
3/5/2025,LAK,STL,2,3,STL
3/6/2025,DET,UTA,2,4,UTA
3/6/2025,TBL,BUF,6,5,TBL
3/6/2025,FLA,CBJ,3,0,FLA
3/6/2025,PHI,WPG,1,4,WPG
3/6/2025,CAR,BOS,3,2,CAR
3/6/2025,NSH,SEA,5,3,NSH
3/6/2025,DAL,CGY,3,2,DAL
3/6/2025,EDM,MTL,3,2,EDM
3/6/2025,COL,SJS,7,3,COL
3/7/2025,NJD,WPG,1,6,WPG
3/7/2025,WSH,DET,5,2,WSH
3/7/2025,CHI,UTA,4,3,CHI
3/7/2025,VAN,MIN,3,1,VAN
3/7/2025,VGK,PIT,4,0,VGK
3/7/2025,ANA,STL,3,4,STL
3/8/2025,OTT,NYR,4,3,OTT
3/8/2025,PHI,SEA,1,4,SEA
3/8/2025,TBL,BOS,0,4,BOS
3/8/2025,FLA,BUF,4,0,FLA
3/8/2025,COL,TOR,7,4,COL
3/8/2025,CGY,MTL,1,0,CGY
3/8/2025,NSH,CHI,3,2,NSH
3/8/2025,LAK,STL,2,1,LAK
3/8/2025,EDM,DAL,5,4,EDM
3/8/2025,SJS,NYI,2,4,NYI
3/9/2025,PHI,NJD,1,3,NJD
3/9/2025,WSH,SEA,4,2,WSH
3/9/2025,MIN,PIT,1,3,PIT
3/9/2025,CAR,WPG,4,2,CAR
3/9/2025,NYR,CBJ,3,7,CBJ
3/9/2025,VGK,LAK,5,6,LAK
3/9/2025,VAN,DAL,1,4,DAL
3/9/2025,ANA,NYI,4,1,ANA
3/10/2025,BUF,EDM,3,2,BUF
3/10/2025,OTT,DET,2,1,OTT
3/10/2025,COL,CHI,3,0,COL
3/10/2025,UTA,TOR,3,4,TOR
3/11/2025,BOS,FLA,3,2,BOS
3/11/2025,NJD,CBJ,5,3,NJD
3/11/2025,PHI,OTT,2,5,OTT
3/11/2025,PIT,VGK,3,2,PIT
3/11/2025,CAR,TBL,4,1,CAR
3/11/2025,MIN,COL,2,1,MIN
3/11/2025,WPG,NYR,2,1,WPG
3/11/2025,VAN,MTL,2,4,MTL
3/11/2025,ANA,WSH,4,7,WSH
3/11/2025,LAK,NYI,4,1,LAK
3/11/2025,SJS,NSH,2,3,NSH
3/12/2025,DET,BUF,7,3,DET
3/12/2025,CGY,VAN,3,4,VAN
3/12/2025,UTA,ANA,3,2,UTA
3/12/2025,SEA,MTL,5,4,SEA
3/13/2025,TOR,FLA,2,3,FLA
3/13/2025,OTT,BOS,6,3,OTT
3/13/2025,PHI,TBL,4,3,PHI
3/13/2025,PIT,STL,5,3,PIT
3/13/2025,CBJ,VGK,0,4,VGK
3/13/2025,NJD,EDM,3,2,NJD
3/13/2025,MIN,NYR,2,3,NYR
3/13/2025,LAK,WSH,3,0,LAK
3/13/2025,SJS,CHI,4,2,SJS
3/14/2025,CAR,DET,4,2,CAR
3/14/2025,NYI,EDM,1,2,EDM
3/14/2025,WPG,DAL,4,1,WPG
3/14/2025,CGY,COL,2,4,COL
3/14/2025,ANA,NSH,2,1,ANA
3/14/2025,SEA,UTA,4,2,SEA
3/15/2025,BUF,VGK,4,3,BUF
3/15/2025,PIT,NJD,7,3,PIT
3/15/2025,SJS,WSH,1,5,WSH
3/15/2025,BOS,TBL,2,6,TBL
3/15/2025,TOR,OTT,2,4,OTT
3/15/2025,MTL,FLA,3,1,MTL
3/15/2025,PHI,CAR,0,5,CAR
3/15/2025,CBJ,NYR,0,4,NYR
3/15/2025,MIN,STL,1,5,STL
3/15/2025,LAK,NSH,1,0,LAK
3/15/2025,VAN,CHI,6,2,VAN
3/16/2025,DET,VGK,3,0,DET
3/16/2025,COL,DAL,4,3,COL
3/16/2025,NYR,EDM,1,3,EDM
3/16/2025,NYI,FLA,4,2,NYI
3/16/2025,STL,ANA,7,2,STL
3/16/2025,VAN,UTA,1,3,UTA
3/16/2025,SEA,WPG,2,3,WPG
3/17/2025,BOS,BUF,2,3,BUF
3/17/2025,TBL,PHI,2,0,TBL
3/17/2025,CBJ,NJD,1,2,NJD
3/17/2025,TOR,CGY,6,2,TOR
3/17/2025,MIN,LAK,3,1,MIN
3/18/2025,MTL,OTT,6,3,MTL
3/18/2025,NYR,CGY,1,2,CGY
3/18/2025,PIT,NYI,2,4,NYI
3/18/2025,WSH,DET,4,1,WSH
3/18/2025,NSH,STL,1,4,STL
3/18/2025,DAL,ANA,4,3,DAL
3/18/2025,CHI,SEA,2,6,SEA
3/18/2025,EDM,UTA,7,1,EDM
3/18/2025,VAN,WPG,6,2,VAN
3/19/2025,TOR,COL,2,1,TOR
3/19/2025,MIN,SEA,4,0,MIN
3/20/2025,OTT,COL,1,5,COL
3/20/2025,NJD,CGY,3,5,CGY
3/20/2025,NYR,TOR,3,4,TOR
3/20/2025,WSH,PHI,3,2,WSH
3/20/2025,CBJ,FLA,0,1,FLA
3/20/2025,NYI,MTL,4,3,NYI
3/20/2025,STL,VAN,4,3,STL
3/20/2025,NSH,ANA,1,4,ANA
3/20/2025,DAL,TBL,2,3,TBL
3/20/2025,CHI,LAK,1,3,LAK
3/20/2025,EDM,WPG,3,4,WPG
3/20/2025,UTA,BUF,5,2,UTA
3/20/2025,VGK,BOS,5,1,VGK
3/20/2025,SJS,CAR,1,3,CAR
3/21/2025,PIT,CBJ,6,3,PIT
3/22/2025,NYR,VAN,5,3,NYR
3/22/2025,DAL,PHI,3,2,DAL
3/22/2025,MIN,BUF,4,1,MIN
3/22/2025,STL,CHI,4,1,STL
3/22/2025,NYI,CGY,3,4,CGY
3/22/2025,LAK,CAR,7,2,LAK
3/22/2025,WSH,FLA,6,3,WSH
3/22/2025,UTA,TBL,6,4,UTA
3/22/2025,MTL,COL,4,5,COL
3/22/2025,NJD,OTT,2,3,OTT
3/22/2025,NSH,TOR,5,2,NSH
3/22/2025,VGK,DET,6,3,VGK
3/22/2025,EDM,SEA,5,4,EDM
3/22/2025,SJS,BOS,3,1,SJS
3/23/2025,CHI,PHI,7,4,CHI
3/23/2025,WPG,BUF,3,5,BUF
3/23/2025,FLA,PIT,4,3,FLA
3/23/2025,STL,NSH,4,1,STL
3/23/2025,VGK,TBL,4,2,VGK
3/23/2025,ANA,CAR,2,5,CAR
3/23/2025,LAK,BOS,7,2,LAK
3/24/2025,NJD,VAN,3,4,VAN
3/24/2025,NYI,CBJ,3,4,CBJ
3/24/2025,DAL,MIN,3,0,DAL
3/24/2025,UTA,DET,1,5,DET
3/25/2025,BUF,OTT,3,2,BUF
3/25/2025,TOR,PHI,7,2,TOR
3/25/2025,TBL,PIT,6,1,TBL
3/25/2025,CAR,NSH,1,3,NSH
3/25/2025,STL,MTL,6,1,STL
3/25/2025,MIN,VGK,1,5,VGK
3/25/2025,WPG,WSH,3,2,WPG
3/25/2025,COL,DET,5,2,COL
3/25/2025,CGY,SEA,4,3,CGY
3/25/2025,LAK,NYR,3,1,LAK
3/26/2025,NYI,VAN,2,5,VAN
3/26/2025,CHI,NJD,3,5,NJD
3/26/2025,EDM,DAL,3,4,DAL
3/26/2025,ANA,BOS,6,2,ANA
3/27/2025,BUF,PIT,7,3,BUF
3/27/2025,DET,OTT,3,4,OTT
3/27/2025,TBL,UTA,8,0,TBL
3/27/2025,PHI,MTL,6,4,PHI
3/27/2025,MIN,WSH,4,2,MIN
3/27/2025,NSH,STL,2,3,STL
3/27/2025,CGY,DAL,2,5,DAL
3/27/2025,COL,LAK,4,0,COL
3/27/2025,SEA,EDM,6,1,SEA
3/27/2025,SJS,TOR,6,5,SJS
3/28/2025,FLA,UTA,2,1,FLA
3/28/2025,CAR,MTL,4,1,CAR
3/28/2025,CBJ,VAN,7,6,CBJ
3/28/2025,WPG,NJD,4,0,WPG
3/28/2025,CHI,VGK,3,5,VGK
3/28/2025,ANA,NYR,5,4,ANA
3/29/2025,PHI,BUF,7,4,PHI
3/29/2025,TBL,NYI,5,3,TBL
3/29/2025,COL,STL,1,2,STL
3/29/2025,MIN,NJD,2,5,NJD
3/29/2025,NSH,VGK,1,3,VGK
3/29/2025,OTT,CBJ,3,2,OTT
3/29/2025,LAK,TOR,1,3,TOR
3/29/2025,DET,BOS,2,1,DET
3/29/2025,EDM,CGY,3,2,EDM
3/29/2025,SJS,NYR,1,6,NYR
3/29/2025,SEA,DAL,1,5,DAL
3/30/2025,FLA,MTL,2,4,MTL
3/30/2025,WSH,BUF,5,8,BUF
3/30/2025,WPG,VAN,3,1,WPG
3/30/2025,CHI,UTA,2,5,UTA
3/30/2025,PIT,OTT,1,0,PIT
3/30/2025,CAR,NYI,6,4,CAR
3/30/2025,ANA,TOR,2,3,TOR
3/30/2025,LAK,SJS,8,1,LAK
3/31/2025,NJD,MIN,3,2,NJD
3/31/2025,PHI,NSH,2,1,PHI
3/31/2025,COL,CGY,2,3,CGY
3/31/2025,SEA,DAL,1,3,DAL
4/1/2025,BOS,WSH,3,4,WSH
4/1/2025,MTL,FLA,3,2,MTL
4/1/2025,OTT,BUF,2,5,BUF
4/1/2025,CBJ,NSH,8,4,CBJ
4/1/2025,NYI,TBL,1,4,TBL
4/1/2025,STL,DET,2,1,STL
4/1/2025,UTA,CGY,3,1,UTA
4/1/2025,VGK,EDM,2,3,EDM
4/1/2025,ANA,SJS,4,3,ANA
4/1/2025,LAK,WPG,4,1,LAK
4/2/2025,NYR,MIN,5,4,NYR
4/2/2025,CAR,WSH,5,1,CAR
4/2/2025,TOR,FLA,3,2,TOR
4/2/2025,CHI,COL,2,3,COL
4/2/2025,VAN,SEA,0,5,SEA
4/3/2025,MTL,BOS,4,1,MTL
4/3/2025,OTT,TBL,2,1,OTT
4/3/2025,CBJ,COL,3,7,COL
4/3/2025,STL,PIT,5,4,STL
4/3/2025,DAL,NSH,5,1,DAL
4/3/2025,UTA,LAK,2,4,LAK
4/3/2025,CGY,ANA,4,1,CGY
4/3/2025,VGK,WPG,0,4,WPG
4/3/2025,SJS,EDM,2,3,EDM
4/4/2025,DET,CAR,5,3,DET
4/4/2025,WSH,CHI,5,3,WSH
4/4/2025,NYI,MIN,3,1,NYI
4/5/2025,NJD,NYR,4,0,NJD
4/5/2025,OTT,FLA,3,0,OTT
4/5/2025,DAL,PIT,3,5,PIT
4/5/2025,VAN,ANA,6,2,VAN
4/5/2025,LAK,EDM,3,0,LAK
4/5/2025,BOS,CAR,5,1,BOS
4/5/2025,BUF,TBL,3,2,BUF
4/5/2025,TOR,CBJ,5,0,TOR
4/5/2025,MTL,PHI,3,2,MTL
4/5/2025,STL,COL,5,4,STL
4/5/2025,UTA,WPG,4,1,UTA
4/5/2025,CGY,VGK,2,3,VGK
4/5/2025,SJS,SEA,1,5,SEA
4/6/2025,NYI,WSH,4,1,NYI
4/6/2025,MIN,DAL,3,2,MIN
4/6/2025,OTT,CBJ,4,0,OTT
4/6/2025,DET,FLA,2,1,DET
4/6/2025,BUF,BOS,6,3,BUF
4/6/2025,CHI,PIT,3,1,CHI
4/6/2025,NSH,MTL,1,2,MTL
4/6/2025,VAN,VGK,2,3,VGK
4/7/2025,NYR,TBL,1,5,TBL
4/7/2025,WPG,STL,3,1,WPG
4/7/2025,ANA,EDM,3,2,ANA
4/7/2025,LAK,SEA,1,2,SEA
4/7/2025,SJS,CGY,2,3,CGY
4/8/2025,BUF,CAR,3,0,BUF
4/8/2025,MTL,DET,4,1,MTL
4/8/2025,FLA,TOR,3,1,FLA
4/8/2025,NJD,BOS,2,7,BOS
4/8/2025,CBJ,OTT,5,2,CBJ
4/8/2025,PIT,CHI,5,0,PIT
4/8/2025,NSH,NYI,7,6,NSH
4/8/2025,DAL,VAN,5,6,VAN
4/8/2025,UTA,SEA,7,1,UTA
4/8/2025,COL,VGK,3,2,COL
4/9/2025,TBL,TOR,3,4,TOR
4/9/2025,NYR,PHI,5,8,PHI
4/9/2025,MIN,SJS,8,7,MIN
4/9/2025,EDM,STL,4,3,EDM
4/9/2025,ANA,CGY,4,3,ANA
4/10/2025,BOS,CHI,2,5,CHI
4/10/2025,FLA,DET,4,1,FLA
4/10/2025,CBJ,BUF,3,2,CBJ
4/10/2025,WSH,CAR,5,4,WSH
4/10/2025,NYI,NYR,2,9,NYR
4/10/2025,DAL,WPG,0,4,WPG
4/10/2025,COL,VAN,1,4,VAN
4/10/2025,UTA,NSH,3,4,NSH
4/10/2025,VGK,SEA,2,1,VGK
4/10/2025,LAK,ANA,6,1,LAK
4/11/2025,OTT,MTL,5,2,OTT
4/11/2025,TBL,DET,3,4,DET
4/11/2025,NJD,PIT,2,4,PIT
4/11/2025,EDM,SJS,4,2,EDM
4/11/2025,CGY,MIN,4,2,CGY
4/12/2025,PHI,NYI,4,3,PHI
4/12/2025,CBJ,WSH,7,0,CBJ
4/12/2025,CAR,NYR,7,3,CAR
4/12/2025,LAK,COL,5,4,LAK
4/12/2025,FLA,BUF,3,2,FLA
4/12/2025,TOR,MTL,1,0,TOR
4/12/2025,CHI,WPG,4,5,WPG
4/12/2025,DAL,UTA,3,5,UTA
4/12/2025,VAN,MIN,2,3,MIN
4/12/2025,VGK,NSH,5,3,VGK
4/12/2025,SEA,STL,4,3,SEA
4/13/2025,OTT,PHI,4,3,OTT
4/13/2025,NJD,NYI,0,1,NYI
4/13/2025,PIT,BOS,1,4,BOS
4/13/2025,CAR,TOR,1,4,TOR
4/13/2025,TBL,BUF,7,4,TBL
4/13/2025,WSH,CBJ,1,4,CBJ
4/13/2025,WPG,EDM,1,4,EDM
4/13/2025,CGY,SJS,5,2,CGY
4/13/2025,ANA,COL,2,4,COL
4/14/2025,MTL,CHI,3,4,CHI
4/14/2025,DET,DAL,6,4,DET
4/14/2025,FLA,NYR,3,5,NYR
4/14/2025,NSH,UTA,3,7,UTA
4/14/2025,EDM,LAK,0,5,LAK
4/14/2025,VAN,SJS,2,1,VAN
4/15/2025,BOS,NJD,4,5,NJD
4/15/2025,BUF,TOR,0,4,TOR
4/15/2025,OTT,CHI,3,4,CHI
4/15/2025,PHI,CBJ,0,3,CBJ
4/15/2025,TBL,FLA,5,1,TBL
4/15/2025,NYI,WSH,1,3,WSH
4/15/2025,STL,UTA,6,1,STL
4/15/2025,MIN,ANA,3,2,MIN
4/15/2025,CGY,VGK,5,4,CGY
4/15/2025,SEA,LAK,5,6,LAK
4/16/2025,MTL,CAR,4,2,MTL
4/16/2025,WPG,ANA,2,1,WPG
4/16/2025,NJD,DET,2,5,DET
4/16/2025,NSH,DAL,5,1,NSH
4/16/2025,VAN,VGK,1,4,VGK
4/16/2025,SJS,EDM,0,3,EDM
4/17/2025,BUF,PHI,5,4,BUF
4/17/2025,TOR,DET,4,3,TOR
4/17/2025,OTT,CAR,7,5,OTT
4/17/2025,NYR,TBL,4,0,NYR
4/17/2025,PIT,WSH,5,2,PIT
4/17/2025,CBJ,NYI,6,1,CBJ
4/17/2025,LAK,CGY,1,5,CGY
4/19/2025,WPG,STL,5,3,WPG
4/19/2025,DAL,COL,1,5,COL
4/20/2025,CAR,NJD,4,1,CAR
4/20/2025,TOR,OTT,6,2,TOR
4/20/2025,VGK,MIN,4,2,VGK
4/21/2025,WSH,MTL,3,2,WSH
4/21/2025,WPG,STL,2,1,WPG
4/21/2025,DAL,COL,4,3,DAL
4/21/2025,LAK,EDM,6,5,LAK
4/22/2025,CAR,NJD,3,1,CAR
4/22/2025,TOR,OTT,3,2,TOR
4/22/2025,TBL,FLA,2,6,FLA
4/22/2025,VGK,MIN,2,5,MIN
4/23/2025,WSH,MTL,3,1,WSH
4/23/2025,COL,DAL,1,2,DAL
4/23/2025,LAK,EDM,6,2,LAK
4/24/2025,TBL,FLA,0,2,FLA
4/24/2025,OTT,TOR,2,3,TOR
4/24/2025,MIN,VGK,5,2,MIN
4/24/2025,STL,WPG,7,2,STL
4/25/2025,MTL,WSH,6,3,MTL
4/25/2025,NJD,CAR,3,2,NJD
4/25/2025,EDM,LAK,7,4,EDM
4/26/2025,FLA,TBL,1,5,TBL
4/26/2025,MIN,VGK,3,4,VGK
4/26/2025,OTT,TOR,4,3,OTT
4/26/2025,COL,DAL,4,0,COL
4/27/2025,STL,WPG,5,1,STL
4/27/2025,NJD,CAR,2,5,CAR
4/27/2025,MTL,WSH,2,5,WSH
4/27/2025,EDM,LAK,4,3,EDM
4/28/2025,FLA,TBL,4,2,FLA
4/28/2025,DAL,COL,6,2,DAL
4/29/2025,TOR,OTT,0,4,OTT
4/29/2025,CAR,NJD,5,4,CAR
4/29/2025,VGK,MIN,3,2,VGK
4/29/2025,LAK,EDM,1,3,EDM
4/30/2025,WSH,MTL,4,1,WSH
4/30/2025,TBL,FLA,3,6,FLA
4/30/2025,WPG,STL,5,3,WPG
5/1/2025,OTT,TOR,2,4,TOR
5/1/2025,MIN,VGK,2,3,VGK
5/1/2025,COL,DAL,7,4,COL
5/1/2025,EDM,LAK,6,4,EDM
5/2/2025,STL,WPG,5,2,STL
5/3/2025,DAL,COL,4,2,DAL
5/4/2025,WPG,STL,4,3,WPG
5/5/2025,TOR,FLA,5,4,TOR
5/6/2025,WSH,CAR,1,2,CAR
5/6/2025,VGK,EDM,2,4,EDM
5/7/2025,TOR,FLA,4,3,TOR
5/7/2025,WPG,DAL,2,3,DAL
5/8/2025,WSH,CAR,3,1,WSH
5/8/2025,VGK,EDM,4,5,EDM
5/9/2025,FLA,TOR,5,4,FLA
5/9/2025,WPG,DAL,4,0,WPG
5/10/2025,CAR,WSH,4,0,CAR
5/10/2025,EDM,VGK,3,4,VGK
5/11/2025,DAL,WPG,5,2,DAL
5/11/2025,FLA,TOR,2,0,FLA
5/12/2025,CAR,WSH,5,2,CAR
5/12/2025,EDM,VGK,3,0,EDM
5/13/2025,DAL,WPG,3,1,DAL
5/14/2025,TOR,FLA,1,6,FLA
5/14/2025,VGK,EDM,0,1,EDM
5/15/2025,WSH,CAR,1,3,CAR
5/15/2025,WPG,DAL,4,0,WPG
5/16/2025,FLA,TOR,0,2,TOR
5/17/2025,DAL,WPG,2,1,DAL
5/18/2025,TOR,FLA,1,6,FLA
5/20/2025,CAR,FLA,2,5,FLA
5/21/2025,DAL,EDM,6,3,DAL
5/22/2025,CAR,FLA,0,5,FLA
5/23/2025,DAL,EDM,0,3,EDM
5/24/2025,FLA,CAR,6,2,FLA
5/25/2025,EDM,DAL,6,1,EDM
5/26/2025,FLA,CAR,0,3,CAR
5/27/2025,EDM,DAL,4,1,EDM
5/28/2025,CAR,FLA,3,5,FLA
5/29/2025,DAL,EDM,3,6,EDM
6/4/2025,EDM,FLA,4,3,EDM
6/6/2025,EDM,FLA,4,5,FLA
6/9/2025,FLA,EDM,6,1,FLA
6/12/2025,FLA,EDM,4,5,EDM
6/14/2025,EDM,FLA,2,5,FLA
6/17/2025,FLA,EDM,5,1,FLA
9/20/2025,DAL,STL,2,1,DAL
9/21/2025,NJD,NYR,3,5,NYR
9/21/2025,NSH,FLA,5,0,NSH
9/21/2025,OTT,TOR,3,4,TOR
9/21/2025,WPG,MIN,2,3,MIN
9/21/2025,CBJ,STL,4,1,CBJ
9/21/2025,BOS,WSH,2,5,WSH
9/21/2025,LAK,ANA,3,1,LAK
9/21/2025,NYI,PHI,2,3,PHI
9/21/2025,UTA,COL,1,5,COL
9/21/2025,EDM,CGY,2,3,CGY
9/21/2025,CGY,EDM,0,3,EDM
9/21/2025,SEA,VAN,5,3,SEA
9/21/2025,SJS,VGK,3,0,SJS
9/21/2025,COL,UTA,3,2,COL
9/22/2025,CBJ,BUF,0,4,BUF
9/22/2025,MTL,PIT,2,1,MTL
9/22/2025,CAR,TBL,1,2,TBL
9/22/2025,ANA,UTA,6,1,ANA
9/23/2025,NYR,BOS,4,5,BOS
9/23/2025,DET,CHI,3,2,DET
9/23/2025,BUF,CBJ,2,1,BUF
9/23/2025,NJD,NYI,6,2,NJD
9/23/2025,TOR,OTT,2,3,OTT
9/23/2025,MTL,PHI,4,2,MTL
9/23/2025,DAL,MIN,3,2,DAL
9/23/2025,WPG,EDM,2,3,EDM
9/23/2025,NSH,TBL,2,3,TBL
9/23/2025,CGY,SEA,4,1,CGY
9/23/2025,VGK,LAK,1,3,LAK
9/24/2025,CAR,FLA,2,4,FLA
9/24/2025,CBJ,PIT,4,1,CBJ
9/24/2025,EDM,SEA,1,4,SEA
9/24/2025,VAN,CGY,3,1,VAN
9/24/2025,ANA,LAK,0,3,LAK
9/25/2025,DET,BUF,5,2,DET
9/25/2025,NYR,NYI,4,5,NYI
9/25/2025,WSH,PHI,5,1,WSH
9/25/2025,MTL,TOR,2,7,TOR
9/25/2025,MIN,DAL,2,5,DAL
9/25/2025,VGK,UTA,3,2,VGK
9/26/2025,TBL,CAR,6,5,TBL
9/26/2025,PIT,DET,3,2,PIT
9/26/2025,NYI,NJD,2,4,NJD
9/26/2025,EDM,WPG,4,0,EDM
9/26/2025,VAN,SEA,4,2,VAN
9/26/2025,SJS,VGK,1,2,VGK
9/27/2025,BUF,DET,5,2,BUF
9/27/2025,PHI,BOS,3,4,BOS
9/27/2025,LAK,ANA,3,5,ANA
9/27/2025,STL,CHI,2,4,CHI
9/27/2025,PIT,CBJ,4,1,PIT
9/27/2025,COL,DAL,4,1,COL
9/27/2025,TOR,MTL,2,4,MTL
9/27/2025,TBL,NSH,4,1,TBL
9/27/2025,WPG,CGY,4,2,WPG
9/28/2025,OTT,NJD,2,0,OTT
9/28/2025,NJD,WSH,2,3,WSH
9/28/2025,MIN,CHI,1,4,CHI
9/28/2025,CAR,NSH,4,2,CAR
9/28/2025,EDM,VAN,4,3,EDM
9/29/2025,FLA,CAR,4,3,FLA
9/29/2025,NYI,NYR,2,3,NYR
9/29/2025,BOS,PHI,2,3,PHI
9/29/2025,DET,PIT,1,2,PIT
9/29/2025,SEA,CGY,1,2,CGY
9/29/2025,ANA,SJS,3,2,ANA
9/30/2025,TBL,FLA,3,2,TBL
9/30/2025,OTT,MTL,0,5,MTL
9/30/2025,CBJ,WSH,3,4,WSH
9/30/2025,CHI,DET,1,3,DET
9/30/2025,COL,VGK,4,2,COL
9/30/2025,MIN,WPG,3,2,MIN
